MachineID,ReadingTime,Temperature,Pressure,Flow,Vibration
P104,2026-08-04 05:00:00,74.47,99.07,113.35,2.32
P104,2026-08-04 06:00:00,56.7,106.62,128.07,2.66
P104,2026-08-04 07:00:00,71.04,103.83,92.02,2.33
P104,2026-08-04 08:00:00,64.05,116.26,135.76,1.04
P104,2026-08-04 09:00:00,61.4,93.41,111.5,1.74
P104,2026-08-04 10:00:00,85.61,98.75,128.55,2.25
P104,2026-08-04 11:00:00,77.06,90.43,114.9,3.29
P104,2026-08-04 12:00:00,60.6,114.16,123.28,3.82
P104,2026-08-04 13:00:00,64.47,83.92,99.09,3.0
P104,2026-08-04 14:00:00,72.46,89.43,101.75,1.79
P104,2026-08-04 15:00:00,71.66,89.41,107.66,4.04
P104,2026-08-04 16:00:00,71.42,110.24,110.4,3.0
P104,2026-08-04 17:00:00,71.61,74.63,145.71,2.69
P104,2026-08-04 18:00:00,77.22,85.98,117.03,2.11
P104,2026-08-04 19:00:00,80.65,98.74,126.61,3.89
P104,2026-08-04 20:00:00,80.09,104.18,94.41,2.24
P104,2026-08-04 21:00:00,64.97,103.73,123.07,1.69
P104,2026-08-04 22:00:00,70.68,77.07,119.04,1.48
P104,2026-08-04 23:00:00,75.7,99.54,154.34,3.48
P104,2026-08-05 00:00:00,109.77,104.82,94.84,2.03
P104,2026-08-05 01:00:00,74.33,69.1,119.33,1.98
P104,2026-08-05 02:00:00,72.71,82.07,127.64,2.82
P104,2026-08-05 03:00:00,81.8,95.08,106.16,2.6
P104,2026-08-05 04:00:00,62.59,99.87,130.62,4.78
P104,2026-08-05 05:00:00,67.65,91.79,109.64,2.97
P104,2026-08-05 06:00:00,74.67,94.36,139.55,2.31
P104,2026-08-05 07:00:00,78.9,101.46,119.78,2.55
P104,2026-08-05 08:00:00,88.99,85.2,125.36,2.2
P104,2026-08-05 09:00:00,84.5,105.64,107.79,3.21
P104,2026-08-05 10:00:00,73.8,88.8,133.65,3.11
P104,2026-08-05 11:00:00,73.51,94.5,127.76,2.98
P104,2026-08-05 12:00:00,72.41,87.31,150.49,1.96
P104,2026-08-05 13:00:00,74.99,91.16,151.67,2.08
P104,2026-08-05 14:00:00,66.85,83.36,125.82,1.7
P104,2026-08-05 15:00:00,68.65,69.17,124.33,2.4
P104,2026-08-05 16:00:00,61.58,108.03,96.46,3.44
P104,2026-08-05 17:00:00,67.09,114.22,133.49,1.99
P104,2026-08-05 18:00:00,65.58,102.27,115.28,2.66
P104,2026-08-05 19:00:00,80.91,86.02,121.64,3.56
P104,2026-08-05 20:00:00,77.66,93.08,114.8,1.41
P104,2026-08-05 21:00:00,64.61,98.82,117.52,2.86
P104,2026-08-05 22:00:00,79.27,80.75,115.75,2.95
P104,2026-08-05 23:00:00,67.07,112.18,136.35,3.03
P104,2026-08-06 00:00:00,84.56,77.01,119.86,3.09
P104,2026-08-06 01:00:00,65.6,98.61,100.08,3.35
P104,2026-08-06 02:00:00,79.4,98.27,86.65,2.03
P104,2026-08-06 03:00:00,75.95,95.25,71.51,3.79
P104,2026-08-06 04:00:00,72.96,85.17,137.91,2.26
P104,2026-08-06 05:00:00,67.18,99.3,152.06,4.1
P104,2026-08-06 06:00:00,74.52,100.55,134.25,1.79
P104,2026-08-06 07:00:00,76.51,86.19,125.73,2.62
P104,2026-08-06 08:00:00,75.51,96.42,64.69,2.94
P104,2026-08-06 09:00:00,76.5,100.35,118.15,4.11
P104,2026-08-06 10:00:00,74.18,100.25,138.8,3.09
P104,2026-08-06 11:00:00,65.71,65.74,111.41,3.41
P104,2026-08-06 12:00:00,69.53,104.61,122.68,3.83
P104,2026-08-06 13:00:00,69.93,100.61,129.11,4.0
P104,2026-08-06 14:00:00,60.05,89.5,135.27,4.04
P104,2026-08-06 15:00:00,73.68,91.49,133.63,3.49
P104,2026-08-06 16:00:00,69.48,98.96,141.25,4.31
P104,2026-08-06 17:00:00,77.2,95.53,119.03,3.25
P104,2026-08-06 18:00:00,71.19,97.28,100.96,3.84
P104,2026-08-06 19:00:00,64.02,89.81,121.76,4.39
P104,2026-08-06 20:00:00,69.04,87.01,110.09,4.13
P104,2026-08-06 21:00:00,52.31,82.97,169.16,3.27
P104,2026-08-06 22:00:00,64.26,94.5,121.21,3.48
P104,2026-08-06 23:00:00,84.88,99.66,110.28,3.43
P104,2026-08-07 00:00:00,67.11,82.6,88.32,1.55
P104,2026-08-07 01:00:00,65.72,80.87,125.64,1.84
P104,2026-08-07 02:00:00,49.99,82.47,111.51,2.32
P104,2026-08-07 03:00:00,82.64,87.64,135.86,2.78
P104,2026-08-07 04:00:00,71.7,,118.94,2.19
P104,2026-08-07 05:00:00,73.19,92.17,103.0,3.59
P104,2026-08-07 06:00:00,74.99,89.62,122.62,2.73
P104,2026-08-07 07:00:00,65.93,95.85,108.82,2.04
P104,2026-08-07 08:00:00,60.64,90.7,130.21,2.24
P104,2026-08-07 09:00:00,89.64,105.63,143.48,3.44
P104,2026-08-07 10:00:00,84.97,85.56,73.91,2.44
P104,2026-08-07 11:00:00,75.91,96.82,124.96,3.86
P104,2026-08-07 12:00:00,74.67,104.59,103.09,1.92
P104,2026-08-07 13:00:00,83.3,96.21,108.78,2.3
P104,2026-08-07 14:00:00,67.46,86.49,96.9,1.6
P104,2026-08-07 15:00:00,70.63,87.88,139.93,3.03
P104,2026-08-07 16:00:00,73.86,86.08,117.82,3.09
P104,2026-08-07 17:00:00,77.01,93.87,139.42,2.81
P104,2026-08-07 18:00:00,77.55,89.12,87.37,3.01
P104,2026-08-07 19:00:00,77.08,101.9,127.6,2.52
P104,2026-08-07 20:00:00,66.35,101.62,127.68,2.35
P104,2026-08-07 21:00:00,79.77,84.41,109.5,4.11
P104,2026-08-07 22:00:00,78.08,90.7,125.17,2.92
P104,2026-08-07 23:00:00,52.78,84.12,119.08,2.51
P104,2026-08-08 00:00:00,73.73,108.55,114.21,1.95
P104,2026-08-08 01:00:00,74.27,91.08,117.19,2.57
P104,2026-08-08 02:00:00,87.69,68.11,113.01,2.8
P104,2026-08-08 03:00:00,66.53,105.8,134.64,2.76
P104,2026-08-08 04:00:00,70.11,93.66,118.11,2.74
P104,2026-08-08 05:00:00,70.68,98.03,133.56,1.82
P104,2026-08-08 06:00:00,64.65,74.02,135.6,3.0
P104,2026-08-08 07:00:00,75.54,77.85,152.13,2.31
P104,2026-08-08 08:00:00,73.18,105.25,102.23,2.36
P104,2026-08-08 09:00:00,73.25,129.29,125.42,4.09
P104,2026-08-08 10:00:00,80.44,99.42,102.19,3.65
P104,2026-08-08 11:00:00,61.51,114.21,123.6,0.68
P104,2026-08-08 12:00:00,69.62,102.85,115.73,3.37
P104,2026-08-08 13:00:00,66.05,79.33,118.71,2.83
P104,2026-08-08 14:00:00,69.56,109.73,104.7,3.05
P104,2026-08-08 15:00:00,72.48,76.32,96.26,2.81
P104,2026-08-08 16:00:00,85.87,101.95,88.94,0.31
P104,2026-08-08 17:00:00,77.13,93.85,140.54,2.1
P104,2026-08-08 18:00:00,74.45,105.15,111.95,2.46
P104,2026-08-08 19:00:00,72.18,101.51,119.74,3.58
P104,2026-08-08 20:00:00,68.77,79.06,155.59,2.32
P104,2026-08-08 21:00:00,68.02,94.21,121.21,2.49
P104,2026-08-08 22:00:00,71.88,94.52,123.15,0.91
P104,2026-08-08 23:00:00,,93.23,130.45,1.7
P104,2026-08-09 00:00:00,68.7,86.93,146.46,2.33
P104,2026-08-09 01:00:00,77.31,87.19,111.85,2.6
P104,2026-08-09 02:00:00,80.99,72.32,96.32,1.24
P104,2026-08-09 03:00:00,64.39,85.26,90.94,2.21
P104,2026-08-09 04:00:00,57.9,82.78,141.61,3.12
P104,2026-08-09 05:00:00,73.31,82.97,92.35,1.89
P104,2026-08-09 06:00:00,71.7,105.42,136.24,3.3
P104,2026-08-09 07:00:00,66.84,95.29,114.22,2.64
P104,2026-08-09 08:00:00,86.26,73.86,115.78,3.77
P104,2026-08-09 09:00:00,61.74,87.28,110.48,2.62
P104,2026-08-09 10:00:00,60.83,102.14,131.99,3.21
P104,2026-08-09 11:00:00,65.91,96.04,103.81,2.53
P104,2026-08-09 12:00:00,87.07,96.15,98.62,2.94
P104,2026-08-09 13:00:00,62.54,80.61,101.26,2.44
P104,2026-08-09 14:00:00,78.56,101.94,129.41,1.92
P104,2026-08-09 15:00:00,68.21,98.26,108.69,2.58
P104,2026-08-09 16:00:00,75.09,90.81,124.07,4.07
P104,2026-08-09 17:00:00,70.8,109.15,130.07,1.63
P104,2026-08-09 18:00:00,64.29,85.0,104.61,2.73
P104,2026-08-09 19:00:00,76.3,110.06,125.55,2.44
P104,2026-08-09 20:00:00,57.42,95.85,120.46,2.95
P104,2026-08-09 21:00:00,86.74,109.89,134.13,2.03
P104,2026-08-09 22:00:00,68.41,93.86,106.04,3.2
P104,2026-08-09 23:00:00,74.5,81.94,141.54,2.88
P104,2026-08-10 00:00:00,59.9,94.38,125.06,3.58
P104,2026-08-10 01:00:00,69.64,104.94,123.37,1.75
P104,2026-08-10 02:00:00,62.09,108.47,141.53,3.06
P104,2026-08-10 03:00:00,82.47,107.68,132.31,2.07
P104,2026-08-10 04:00:00,84.12,101.44,113.05,2.27
P104,2026-08-10 05:00:00,73.8,74.95,132.59,2.04
P104,2026-08-10 06:00:00,74.59,88.74,115.24,2.19
P104,2026-08-10 07:00:00,70.87,117.67,144.93,3.08
P104,2026-08-10 08:00:00,71.82,105.13,140.34,2.14
P104,2026-08-10 09:00:00,71.46,73.14,140.22,4.45
P104,2026-08-10 10:00:00,72.56,69.5,130.96,2.08
P104,2026-08-10 11:00:00,67.36,102.52,124.58,2.41
P104,2026-08-10 12:00:00,67.45,96.51,112.63,1.91
P104,2026-08-10 13:00:00,69.67,99.08,116.79,1.67
P104,2026-08-10 14:00:00,78.92,62.13,111.97,2.3
P104,2026-08-10 15:00:00,73.04,101.74,140.28,2.23
P104,2026-08-10 16:00:00,76.11,97.35,89.19,4.32
P104,2026-08-10 17:00:00,61.93,100.03,127.02,3.02
P104,2026-08-10 18:00:00,68.54,104.93,91.91,2.75
P104,2026-08-10 19:00:00,68.05,86.87,127.72,3.66
P104,2026-08-10 20:00:00,69.6,104.37,120.9,2.09
P104,2026-08-10 21:00:00,70.19,91.41,107.46,3.14
P104,2026-08-10 22:00:00,73.64,75.91,90.27,3.14
P104,2026-08-10 23:00:00,66.29,98.62,134.06,1.78
P104,2026-08-11 00:00:00,62.12,115.09,126.33,2.46
P104,2026-08-11 01:00:00,65.46,88.87,98.57,3.51
P104,2026-08-11 02:00:00,66.56,108.12,112.79,1.97
P104,2026-08-11 03:00:00,69.02,63.51,117.83,2.66
P104,2026-08-11 04:00:00,77.77,72.36,140.91,3.46
P104,2026-08-11 05:00:00,80.76,94.37,138.25,1.62
P104,2026-08-11 06:00:00,76.99,85.75,90.27,1.9
P104,2026-08-11 07:00:00,72.04,85.11,126.77,1.35
P104,2026-08-11 08:00:00,57.11,111.47,136.27,1.96
P104,2026-08-11 09:00:00,71.98,107.23,127.55,2.92
P104,2026-08-11 10:00:00,79.67,86.23,120.56,2.79
P104,2026-08-11 11:00:00,70.09,90.32,121.31,2.83
P104,2026-08-11 12:00:00,64.66,104.62,102.43,2.63
P104,2026-08-11 13:00:00,69.93,99.3,81.86,3.51
P104,2026-08-11 14:00:00,67.26,109.64,111.39,2.76
P104,2026-08-11 15:00:00,85.4,91.67,142.3,2.83
P104,2026-08-11 16:00:00,74.91,95.84,135.26,2.25
P104,2026-08-11 17:00:00,65.11,87.34,121.79,2.62
P104,2026-08-11 18:00:00,76.97,110.66,102.43,2.21
P104,2026-08-11 19:00:00,61.95,119.36,125.48,3.18
P104,2026-08-11 20:00:00,62.62,94.99,129.17,2.6
P104,2026-08-11 21:00:00,79.53,122.74,102.95,1.98
P104,2026-08-11 22:00:00,65.86,114.27,138.76,2.69
P104,2026-08-11 23:00:00,72.26,85.2,136.02,2.5
P104,2026-08-12 00:00:00,70.18,102.31,116.62,2.61
P104,2026-08-12 01:00:00,72.07,104.54,149.64,3.27
P104,2026-08-12 02:00:00,77.62,92.6,107.26,3.32
P104,2026-08-12 03:00:00,73.2,77.93,114.09,2.73
P104,2026-08-12 04:00:00,68.43,112.78,128.64,3.9
P104,2026-08-12 05:00:00,73.84,95.98,103.14,2.81
P104,2026-08-12 06:00:00,72.09,78.59,110.29,2.54
P104,2026-08-12 07:00:00,74.89,100.54,109.54,3.18
P104,2026-08-12 08:00:00,70.73,60.56,111.28,3.66
P104,2026-08-12 09:00:00,60.23,96.35,148.53,2.19
P104,2026-08-12 10:00:00,72.02,79.35,149.29,2.73
P104,2026-08-12 11:00:00,72.33,111.25,131.91,2.1
P104,2026-08-12 12:00:00,67.47,100.94,108.77,1.11
P104,2026-08-12 13:00:00,71.63,77.24,149.09,2.94
P104,2026-08-12 14:00:00,65.66,86.62,85.99,1.92
P104,2026-08-12 15:00:00,79.11,121.78,133.08,2.73
P104,2026-08-12 16:00:00,68.98,83.52,157.08,2.65
P104,2026-08-12 17:00:00,86.81,111.72,88.67,2.27
P104,2026-08-12 18:00:00,67.32,94.04,118.91,5.2
P104,2026-08-12 19:00:00,64.46,97.75,131.1,2.8
P104,2026-08-12 20:00:00,72.77,82.46,121.92,3.21
P104,2026-08-12 21:00:00,74.29,101.84,145.43,3.55
P104,2026-08-12 22:00:00,72.5,80.94,109.2,2.62
P104,2026-08-12 23:00:00,73.77,89.26,103.16,1.85
P104,2026-08-13 00:00:00,60.44,92.18,93.55,2.0
P104,2026-08-13 01:00:00,69.24,78.97,126.84,3.39
P104,2026-08-13 02:00:00,68.15,89.76,129.67,2.23
P104,2026-08-13 03:00:00,66.52,109.36,135.92,3.28
P104,2026-08-13 04:00:00,78.48,71.27,144.37,3.11
P104,2026-08-13 05:00:00,79.08,99.65,120.88,2.58
P104,2026-08-13 06:00:00,74.57,91.26,135.62,1.53
P104,2026-08-13 07:00:00,68.21,119.54,108.73,2.61
P104,2026-08-13 08:00:00,65.82,99.03,106.75,2.65
P104,2026-08-13 09:00:00,77.94,86.61,134.2,3.46
P104,2026-08-13 10:00:00,79.38,96.69,178.34,3.64
P104,2026-08-13 11:00:00,74.27,84.49,118.25,3.94
P104,2026-08-13 12:00:00,83.97,112.74,134.13,1.8
P104,2026-08-13 13:00:00,75.41,80.1,93.23,2.99
P104,2026-08-13 14:00:00,75.66,105.84,128.95,3.23
P104,2026-08-13 15:00:00,65.11,93.74,92.87,1.2
P104,2026-08-13 16:00:00,77.18,85.96,135.7,3.69
P104,2026-08-13 17:00:00,67.66,102.08,108.1,1.32
P104,2026-08-13 18:00:00,72.86,89.35,112.08,4.38
P104,2026-08-13 19:00:00,61.32,99.59,102.09,3.53
P104,2026-08-13 20:00:00,74.09,99.55,102.99,2.19
P104,2026-08-13 21:00:00,78.49,116.25,128.65,2.08
P104,2026-08-13 22:00:00,74.37,124.13,121.84,3.97
P104,2026-08-13 23:00:00,66.82,94.49,131.15,3.12
P104,2026-08-14 00:00:00,66.64,85.29,137.79,3.75
P104,2026-08-14 01:00:00,82.59,116.65,122.42,2.55
P104,2026-08-14 02:00:00,81.46,103.56,102.32,1.97
P104,2026-08-14 03:00:00,75.44,92.87,119.52,3.66
P104,2026-08-14 04:00:00,77.31,110.96,85.23,3.0
P104,2026-08-14 05:00:00,76.86,76.68,108.21,2.13
P104,2026-08-14 06:00:00,72.15,114.53,156.41,2.15
P104,2026-08-14 07:00:00,75.69,101.71,126.98,3.12
P104,2026-08-14 08:00:00,74.13,115.25,139.84,1.95
P104,2026-08-14 09:00:00,77.57,105.71,125.67,3.71
P104,2026-08-14 10:00:00,73.32,97.41,122.18,1.19
P104,2026-08-14 11:00:00,71.44,86.98,98.64,3.95
P104,2026-08-14 12:00:00,75.53,94.64,109.83,3.04
P104,2026-08-14 13:00:00,78.94,85.08,119.91,3.49
P104,2026-08-14 14:00:00,58.45,94.31,112.27,2.69
P104,2026-08-14 15:00:00,68.49,96.65,154.63,2.54
P104,2026-08-14 16:00:00,74.04,118.94,110.1,4.25
P104,2026-08-14 17:00:00,72.04,116.38,133.5,3.05
P104,2026-08-14 18:00:00,71.54,87.51,121.36,3.52
P104,2026-08-14 19:00:00,71.91,91.2,115.49,3.59
P104,2026-08-14 20:00:00,80.58,86.99,107.97,3.1
P104,2026-08-14 21:00:00,82.69,108.75,97.47,2.59
P104,2026-08-14 22:00:00,65.49,91.79,148.88,1.66
P104,2026-08-14 23:00:00,60.67,85.06,125.17,3.3
P105,2026-08-01 00:00:00,75.06,109.11,88.26,3.75
P105,2026-08-01 01:00:00,69.82,103.78,96.18,2.8
P105,2026-08-01 02:00:00,109.99,108.87,91.47,2.82
P105,2026-08-01 03:00:00,64.4,101.07,133.99,3.83
P105,2026-08-01 04:00:00,68.25,106.13,144.5,1.49
P105,2026-08-01 05:00:00,76.29,106.5,115.34,1.83
P105,2026-08-01 06:00:00,78.6,80.61,116.79,2.77
P105,2026-08-01 07:00:00,77.01,87.48,107.68,2.88
P105,2026-08-01 08:00:00,79.04,122.45,92.87,3.05
P105,2026-08-01 09:00:00,64.39,107.23,103.11,2.26
P105,2026-08-01 10:00:00,67.88,94.09,125.82,3.19
P105,2026-08-01 11:00:00,71.96,79.04,133.1,2.76
P105,2026-08-01 12:00:00,80.13,86.51,91.16,2.77
P105,2026-08-01 13:00:00,81.07,96.93,116.41,2.1
P105,2026-08-01 14:00:00,84.3,82.64,106.94,3.26
P105,2026-08-01 15:00:00,59.01,110.3,131.24,3.52
P105,2026-08-01 16:00:00,75.91,93.07,100.86,2.69
P105,2026-08-01 17:00:00,65.17,100.83,134.52,3.98
P105,2026-08-01 18:00:00,74.6,106.09,114.65,2.42
P105,2026-08-01 19:00:00,75.32,90.36,124.85,1.95
P105,2026-08-01 20:00:00,65.83,102.62,135.96,2.01
P105,2026-08-01 21:00:00,76.69,88.61,120.3,3.93
P105,2026-08-01 22:00:00,,104.55,154.36,2.24
P105,2026-08-01 23:00:00,65.1,86.33,115.42,0.92
P105,2026-08-02 00:00:00,70.55,88.47,134.11,3.08
P105,2026-08-02 01:00:00,67.8,102.08,133.02,2.19
P105,2026-08-02 02:00:00,68.55,68.3,100.37,2.21
P105,2026-08-02 03:00:00,72.52,83.66,110.76,1.82
P105,2026-08-02 04:00:00,73.2,100.11,127.24,2.81
P105,2026-08-02 05:00:00,61.21,87.56,112.67,2.48
P105,2026-08-02 06:00:00,72.52,112.11,134.62,2.01
P105,2026-08-02 07:00:00,76.75,102.68,105.49,3.48
P105,2026-08-02 08:00:00,70.88,78.08,128.19,2.97
P105,2026-08-02 09:00:00,70.41,94.55,107.06,3.29
P105,2026-08-02 10:00:00,71.7,97.0,126.43,1.88
P105,2026-08-02 11:00:00,65.74,68.48,130.17,1.83
P105,2026-08-02 12:00:00,72.93,99.45,130.84,1.84
P105,2026-08-02 13:00:00,71.54,115.04,150.86,3.59
P105,2026-08-02 14:00:00,74.36,82.94,132.94,2.67
P105,2026-08-02 15:00:00,75.92,87.41,116.89,2.93
P105,2026-08-02 16:00:00,73.72,100.92,109.57,1.73
P105,2026-08-02 17:00:00,83.37,124.87,128.05,1.74
P105,2026-08-02 18:00:00,66.59,101.11,144.14,1.83
P105,2026-08-02 19:00:00,71.13,97.35,135.56,2.53
P105,2026-08-02 20:00:00,61.05,102.45,140.25,2.73
P105,2026-08-02 21:00:00,74.84,89.31,104.78,3.62
P105,2026-08-02 22:00:00,74.71,100.88,147.04,1.96
P105,2026-08-02 23:00:00,68.14,96.9,109.84,3.43
P105,2026-08-03 00:00:00,70.69,83.09,121.18,2.94
P105,2026-08-03 01:00:00,78.54,99.72,128.3,3.06
P105,2026-08-03 02:00:00,70.68,86.41,125.2,2.53
P105,2026-08-03 03:00:00,83.83,111.11,131.39,3.1
P105,2026-08-03 04:00:00,71.38,79.87,116.11,2.88
P105,2026-08-03 05:00:00,73.61,100.63,136.58,2.25
P105,2026-08-03 06:00:00,67.22,112.41,133.88,2.49
P105,2026-08-03 07:00:00,71.25,93.77,120.57,3.18
P105,2026-08-03 08:00:00,89.74,97.28,131.93,1.45
P105,2026-08-03 09:00:00,68.61,109.75,127.24,0.0
P105,2026-08-03 10:00:00,76.72,118.02,84.07,4.02
P105,2026-08-03 11:00:00,52.6,106.26,119.84,0.92
P105,2026-08-03 12:00:00,75.12,108.81,126.55,3.27
P105,2026-08-03 13:00:00,69.12,72.66,132.45,4.2
P105,2026-08-03 14:00:00,79.91,71.15,92.73,2.12
P105,2026-08-03 15:00:00,60.85,95.53,127.08,1.66
P105,2026-08-03 16:00:00,77.44,102.21,110.13,2.66
P105,2026-08-03 17:00:00,58.35,91.01,120.13,2.93
P105,2026-08-03 18:00:00,74.65,97.93,115.24,3.03
P105,2026-08-03 19:00:00,79.01,93.85,125.72,2.65
P105,2026-08-03 20:00:00,67.47,101.27,110.01,3.11
P105,2026-08-03 21:00:00,72.2,91.35,114.09,2.39
P105,2026-08-03 22:00:00,60.48,99.59,124.17,3.48
P105,2026-08-03 23:00:00,68.28,117.74,113.16,2.1
P105,2026-08-04 00:00:00,65.04,74.19,147.59,3.9
P105,2026-08-04 01:00:00,76.21,84.25,152.6,2.52
P105,2026-08-04 02:00:00,70.12,112.25,131.86,4.56
P105,2026-08-04 03:00:00,73.74,90.24,108.99,1.32
P105,2026-08-04 04:00:00,70.05,108.74,130.78,2.82
P105,2026-08-04 05:00:00,65.04,97.72,138.23,3.14
P105,2026-08-04 06:00:00,73.17,85.44,135.61,0.29
P105,2026-08-04 07:00:00,74.68,125.84,92.85,2.61
P105,2026-08-04 08:00:00,71.94,89.45,138.65,3.18
P105,2026-08-04 09:00:00,73.07,104.57,120.3,5.34
P105,2026-08-04 10:00:00,73.06,97.34,89.21,2.37
P105,2026-08-04 11:00:00,80.03,78.97,81.16,2.83
P105,2026-08-04 12:00:00,81.6,95.51,113.95,1.31
P105,2026-08-04 13:00:00,75.17,102.94,87.93,3.71
P105,2026-08-04 14:00:00,77.36,108.59,130.5,3.32
P105,2026-08-04 15:00:00,75.65,105.42,87.26,1.6
P105,2026-08-04 16:00:00,66.85,93.44,126.99,3.06
P105,2026-08-04 17:00:00,79.82,108.78,104.3,2.99
P105,2026-08-04 18:00:00,,92.74,125.79,0.07
P105,2026-08-04 19:00:00,88.88,101.8,109.28,4.34
P105,2026-08-04 20:00:00,69.57,96.59,111.23,4.12
P105,2026-08-04 21:00:00,71.27,96.79,141.67,3.27
P105,2026-08-04 22:00:00,71.62,108.32,165.69,3.05
P105,2026-08-04 23:00:00,72.82,97.05,143.59,2.32
P105,2026-08-05 00:00:00,70.05,76.55,98.69,2.39
P105,2026-08-05 01:00:00,71.61,116.23,129.65,2.07
P105,2026-08-05 02:00:00,66.9,111.5,140.28,2.82
P105,2026-08-05 03:00:00,68.9,108.5,102.12,3.11
P105,2026-08-05 04:00:00,87.91,97.46,106.04,3.13
P105,2026-08-05 05:00:00,68.71,78.27,132.62,3.69
P105,2026-08-05 06:00:00,69.82,90.47,102.69,2.68
P105,2026-08-05 07:00:00,68.06,82.87,154.06,3.17
P105,2026-08-05 08:00:00,76.01,105.6,133.88,2.47
P105,2026-08-05 09:00:00,73.91,91.77,127.89,3.07
P105,2026-08-05 10:00:00,69.32,79.05,122.63,2.64
P105,2026-08-05 11:00:00,58.77,101.09,137.38,4.82
P105,2026-08-05 12:00:00,112.24,88.54,100.03,2.97
P105,2026-08-05 13:00:00,73.42,85.26,116.85,1.22
P105,2026-08-05 14:00:00,78.48,85.75,119.38,1.66
P105,2026-08-05 15:00:00,67.92,91.64,119.8,3.18
P105,2026-08-05 16:00:00,82.07,103.79,137.32,3.96
P105,2026-08-05 17:00:00,75.99,94.56,138.16,3.66
P105,2026-08-05 18:00:00,76.54,77.54,104.85,2.58
P105,2026-08-05 19:00:00,77.46,94.74,140.46,3.85
P105,2026-08-05 20:00:00,80.39,109.47,101.33,3.19
P105,2026-08-05 21:00:00,67.75,75.21,114.83,3.86
P105,2026-08-05 22:00:00,75.23,119.21,123.19,4.76
P105,2026-08-05 23:00:00,73.24,95.27,96.97,3.69
P105,2026-08-06 00:00:00,68.49,87.24,143.06,3.73
P105,2026-08-06 01:00:00,79.92,90.65,119.08,2.75
P105,2026-08-06 02:00:00,77.48,113.64,126.63,4.38
P105,2026-08-06 03:00:00,78.28,92.18,134.92,4.16
P105,2026-08-06 04:00:00,85.99,109.24,120.46,2.63
P105,2026-08-06 05:00:00,76.03,115.09,127.81,3.16
P105,2026-08-06 06:00:00,72.36,91.07,117.08,2.91
P105,2026-08-06 07:00:00,84.03,92.12,120.95,2.11
P105,2026-08-06 08:00:00,77.02,111.4,149.24,2.96
P105,2026-08-06 09:00:00,76.02,93.16,129.5,3.05
P105,2026-08-06 10:00:00,72.41,96.65,128.13,2.56
P105,2026-08-06 11:00:00,70.3,115.49,168.79,1.84
P105,2026-08-06 12:00:00,63.18,83.51,118.14,3.52
P105,2026-08-06 13:00:00,76.14,97.06,129.52,2.25
P105,2026-08-06 14:00:00,70.29,94.76,91.48,1.87
P105,2026-08-06 15:00:00,64.15,104.17,124.42,3.29
P105,2026-08-06 16:00:00,59.12,77.2,131.94,0.58
P105,2026-08-06 17:00:00,80.57,73.12,135.18,2.09
P105,2026-08-06 18:00:00,79.34,133.5,79.08,3.36
P105,2026-08-06 19:00:00,59.34,100.12,116.28,2.9
P105,2026-08-06 20:00:00,65.62,104.37,93.93,3.79
P105,2026-08-06 21:00:00,69.14,78.17,148.71,2.75
P105,2026-08-06 22:00:00,85.35,109.66,105.63,2.73
P105,2026-08-06 23:00:00,72.85,113.32,127.88,2.94
P105,2026-08-07 00:00:00,70.6,94.39,143.48,2.8
P105,2026-08-07 01:00:00,69.24,88.23,110.03,1.68
P105,2026-08-07 02:00:00,66.75,112.98,116.28,3.36
P105,2026-08-07 03:00:00,54.65,101.82,117.1,2.41
P105,2026-08-07 04:00:00,73.27,89.05,81.77,3.54
P105,2026-08-07 05:00:00,73.7,91.23,102.61,1.62
P105,2026-08-07 06:00:00,73.57,114.36,123.66,1.69
P105,2026-08-07 07:00:00,73.58,94.36,135.55,3.29
P105,2026-08-07 08:00:00,51.1,101.54,101.94,1.66
P105,2026-08-07 09:00:00,70.68,99.93,90.47,3.36
P105,2026-08-07 10:00:00,77.34,95.56,104.38,2.02
P105,2026-08-07 11:00:00,79.18,76.87,139.16,2.67
P105,2026-08-07 12:00:00,71.33,74.5,117.36,3.29
P105,2026-08-07 13:00:00,62.65,100.98,121.6,2.28
P105,2026-08-07 14:00:00,77.98,68.57,126.24,4.1
P105,2026-08-07 15:00:00,82.08,99.68,114.57,2.29
P105,2026-08-07 16:00:00,69.88,101.53,105.47,3.41
P105,2026-08-07 17:00:00,86.93,94.26,95.8,1.72
P105,2026-08-07 18:00:00,77.44,94.28,135.78,2.37
P105,2026-08-07 19:00:00,77.81,93.1,106.81,2.48
P105,2026-08-07 20:00:00,63.62,118.87,118.27,3.32
P105,2026-08-07 21:00:00,68.24,82.38,115.79,3.68
P105,2026-08-07 22:00:00,68.35,84.55,122.8,3.2
P105,2026-08-07 23:00:00,83.5,99.25,131.59,3.38
P105,2026-08-08 00:00:00,63.93,83.44,100.49,1.73
P105,2026-08-08 01:00:00,77.57,98.48,121.43,0.73
P105,2026-08-08 02:00:00,86.39,84.27,156.93,1.64
P105,2026-08-08 03:00:00,66.31,68.57,126.52,1.92
P105,2026-08-08 04:00:00,64.49,78.53,133.99,3.37
P105,2026-08-08 05:00:00,84.68,86.77,123.94,1.77
P105,2026-08-08 06:00:00,69.65,88.77,128.36,3.61
P105,2026-08-08 07:00:00,78.94,84.89,137.97,2.76
P105,2026-08-08 08:00:00,69.73,86.5,109.92,4.19
